roll_no,semester,subject_code,subject_name,grade,points,credits,credit_points
12024091,3,CS302,DBMS,A,8.0,4.0,32.0
12024091,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024091,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024091,3,CS304,OS Basics,B,7.0,4.0,28.0
12024091,4,CS401,Algorithms,O,10.0,4.0,40.0
12024091,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024091,4,CS403,Theory of Computation,A,8.0,4.0,32.0
12024091,4,CS404,Microprocessors,A,8.0,4.0,32.0
12024091,4,CS405,Web Development,C,6.0,4.0,24.0
12024092,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024092,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024092,1,PHY101,Physics,E,9.0,4.0,36.0
12024092,1,EE101,Basic Electrical,C,6.0,4.0,24.0
12024092,1,ENG101,English,B,7.0,4.0,28.0
12024092,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024092,2,CS201,Data Structures,A,8.0,4.0,32.0
12024092,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024092,2,ME201,Engineering Mechanics,B,7.0,4.0,28.0
12024092,2,HS201,Economics,A,8.0,4.0,32.0
12024092,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024092,3,CS302,DBMS,C,6.0,4.0,24.0
12024092,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024092,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024092,3,CS304,OS Basics,A,8.0,4.0,32.0
12024092,4,CS401,Algorithms,B,7.0,4.0,28.0
12024092,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024092,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024092,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024092,4,CS405,Web Development,E,9.0,4.0,36.0
12024093,1,BSM101,Mathematics-I,O,10.0,4.0,40.0
12024093,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024093,1,PHY101,Physics,O,10.0,4.0,40.0
12024093,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024093,1,ENG101,English,O,10.0,4.0,40.0
12024093,2,BSM301,Mathematics-III,B,7.0,4.0,28.0
12024093,2,CS201,Data Structures,B,7.0,4.0,28.0
12024093,2,CS202,Digital Logic,O,10.0,4.0,40.0
12024093,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024093,2,HS201,Economics,B,7.0,4.0,28.0
12024093,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024093,3,CS302,DBMS,B,7.0,4.0,28.0
12024093,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024093,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024093,3,CS304,OS Basics,B,7.0,4.0,28.0
12024093,4,CS401,Algorithms,E,9.0,4.0,36.0
12024093,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024093,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024093,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024093,4,CS405,Web Development,C,6.0,4.0,24.0
12024094,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024094,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024094,1,PHY101,Physics,C,6.0,4.0,24.0
12024094,1,EE101,Basic Electrical,A,8.0,4.0,32.0
12024094,1,ENG101,English,A,8.0,4.0,32.0
12024094,2,BSM301,Mathematics-III,B,7.0,4.0,28.0
12024094,2,CS201,Data Structures,C,6.0,4.0,24.0
12024094,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024094,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024094,2,HS201,Economics,O,10.0,4.0,40.0
12024094,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024094,3,CS302,DBMS,E,9.0,4.0,36.0
12024094,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024094,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024094,3,CS304,OS Basics,B,7.0,4.0,28.0
12024094,4,CS401,Algorithms,E,9.0,4.0,36.0
12024094,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024094,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024094,4,CS404,Microprocessors,A,8.0,4.0,32.0
12024094,4,CS405,Web Development,A,8.0,4.0,32.0
12024095,1,BSM101,Mathematics-I,O,10.0,4.0,40.0
12024095,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024095,1,PHY101,Physics,C,6.0,4.0,24.0
12024095,1,EE101,Basic Electrical,A,8.0,4.0,32.0
12024095,1,ENG101,English,A,8.0,4.0,32.0
12024095,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024095,2,CS201,Data Structures,B,7.0,4.0,28.0
12024095,2,CS202,Digital Logic,A,8.0,4.0,32.0
12024095,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024095,2,HS201,Economics,A,8.0,4.0,32.0
12024095,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024095,3,CS302,DBMS,B,7.0,4.0,28.0
12024095,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024095,3,BSM302,Mathematics-IV,O,10.0,4.0,40.0
12024095,3,CS304,OS Basics,C,6.0,4.0,24.0
12024095,4,CS401,Algorithms,C,6.0,4.0,24.0
12024095,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024095,4,CS403,Theory of Computation,A,8.0,4.0,32.0
12024095,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024095,4,CS405,Web Development,A,8.0,4.0,32.0
12024096,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024096,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024096,1,PHY101,Physics,A,8.0,4.0,32.0
12024096,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024096,1,ENG101,English,E,9.0,4.0,36.0
12024096,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024096,2,CS201,Data Structures,E,9.0,4.0,36.0
12024096,2,CS202,Digital Logic,O,10.0,4.0,40.0
12024096,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024096,2,HS201,Economics,B,7.0,4.0,28.0
12024096,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024096,3,CS302,DBMS,O,10.0,4.0,40.0
12024096,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024096,3,BSM302,Mathematics-IV,O,10.0,4.0,40.0
12024096,3,CS304,OS Basics,C,6.0,4.0,24.0
12024096,4,CS401,Algorithms,O,10.0,4.0,40.0
12024096,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024096,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024096,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024096,4,CS405,Web Development,B,7.0,4.0,28.0
12024097,1,BSM101,Mathematics-I,C,6.0,4.0,24.0
12024097,1,CS101,Programming Basics,B,7.0,4.0,28.0
12024097,1,PHY101,Physics,C,6.0,4.0,24.0
12024097,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024097,1,ENG101,English,O,10.0,4.0,40.0
12024097,2,BSM301,Mathematics-III,A,8.0,4.0,32.0
12024097,2,CS201,Data Structures,E,9.0,4.0,36.0
12024097,2,CS202,Digital Logic,E,9.0,4.0,36.0
12024097,2,ME201,Engineering Mechanics,C,6.0,4.0,24.0
12024097,2,HS201,Economics,E,9.0,4.0,36.0
12024097,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024097,3,CS302,DBMS,O,10.0,4.0,40.0
12024097,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024097,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024097,3,CS304,OS Basics,C,6.0,4.0,24.0
12024097,4,CS401,Algorithms,E,9.0,4.0,36.0
12024097,4,CS402,Software Engineering,A,8.0,4.0,32.0
12024097,4,CS403,Theory of Computation,O,10.0,4.0,40.0
12024097,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024097,4,CS405,Web Development,E,9.0,4.0,36.0
12024098,1,BSM101,Mathematics-I,O,10.0,4.0,40.0
12024098,1,CS101,Programming Basics,A,8.0,4.0,32.0
12024098,1,PHY101,Physics,E,9.0,4.0,36.0
12024098,1,EE101,Basic Electrical,C,6.0,4.0,24.0
12024098,1,ENG101,English,A,8.0,4.0,32.0
12024098,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024098,2,CS201,Data Structures,C,6.0,4.0,24.0
12024098,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024098,2,ME201,Engineering Mechanics,C,6.0,4.0,24.0
12024098,2,HS201,Economics,B,7.0,4.0,28.0
12024098,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024098,3,CS302,DBMS,C,6.0,4.0,24.0
12024098,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024098,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024098,3,CS304,OS Basics,O,10.0,4.0,40.0
12024098,4,CS401,Algorithms,B,7.0,4.0,28.0
12024098,4,CS402,Software Engineering,A,8.0,4.0,32.0
12024098,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024098,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024098,4,CS405,Web Development,B,7.0,4.0,28.0
12024099,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024099,1,CS101,Programming Basics,A,8.0,4.0,32.0
12024099,1,PHY101,Physics,E,9.0,4.0,36.0
12024099,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024099,1,ENG101,English,O,10.0,4.0,40.0
12024099,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024099,2,CS201,Data Structures,B,7.0,4.0,28.0
12024099,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024099,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024099,2,HS201,Economics,B,7.0,4.0,28.0
12024099,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024099,3,CS302,DBMS,E,9.0,4.0,36.0
12024099,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024099,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024099,3,CS304,OS Basics,A,8.0,4.0,32.0
12024099,4,CS401,Algorithms,E,9.0,4.0,36.0
12024099,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024099,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024099,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024099,4,CS405,Web Development,A,8.0,4.0,32.0
12024100,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024100,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024100,1,PHY101,Physics,E,9.0,4.0,36.0
12024100,1,EE101,Basic Electrical,C,6.0,4.0,24.0
12024100,1,ENG101,English,C,6.0,4.0,24.0
12024100,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024100,2,CS201,Data Structures,C,6.0,4.0,24.0
12024100,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024100,2,ME201,Engineering Mechanics,B,7.0,4.0,28.0
12024100,2,HS201,Economics,C,6.0,4.0,24.0
12024100,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024100,3,CS302,DBMS,E,9.0,4.0,36.0
12024100,3,CS303,Computer Networks,E,9.0,4.0,36.0
12024100,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024100,3,CS304,OS Basics,C,6.0,4.0,24.0
12024100,4,CS401,Algorithms,B,7.0,4.0,28.0
12024100,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024100,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024100,4,CS404,Microprocessors,E,9.0,4.0,36.0
12024100,4,CS405,Web Development,C,6.0,4.0,24.0
